data_resposta,cpf,intervalo_renda
2025-07-08,25240773397,R$8.000–12.000
2024-04-04,63270724261,R$8.000–12.000
2025-12-29,94756623359,+R$12.000
2024-04-10,07402191259,R$4.000–8.000
2024-11-04,83362273128,R$8.000–12.000
2024-05-07,32764754459,R$8.000–12.000
2025-06-12,18487719222,R$4.000–8.000
2024-10-06,79180110985,R$8.000–12.000
2025-09-06,07697252801,R$8.000–12.000
2024-09-10,44572432572,+R$12.000
2024-05-21,59735582530,R$2.000–4.000
2024-09-11,88490682377,R$8.000–12.000
2024-07-27,97625200069,R$8.000–12.000
2024-03-30,76316460771,R$8.000–12.000
2025-07-04,63091451607,R$2.000–4.000
2024-09-21,51739920517,+R$12.000
2024-01-14,08218823346,+R$12.000
2024-12-05,56103676758,R$8.000–12.000
2024-06-13,08766113564,R$2.000–4.000
2025-09-30,84300547150,R$4.000–8.000
2024-02-10,36635995906,R$8.000–12.000
2024-06-02,94670141280,R$8.000–12.000
2024-12-17,82501550299,R$4.000–8.000
2025-04-19,82198277904,R$4.000–8.000
2024-10-12,00084030514,R$8.000–12.000
2025-05-22,92946196959,R$8.000–12.000
2025-08-13,24403643150,R$8.000–12.000
2025-10-06,95726009833,R$8.000–12.000
2024-03-22,43204426902,R$4.000–8.000
2025-04-06,70816624510,R$8.000–12.000
2025-11-08,46731740355,R$8.000–12.000
2025-06-21,84828241042,+R$12.000
2025-02-22,28821410897,R$2.000–4.000
2024-05-15,57027766108,R$4.000–8.000
2024-01-20,86477473189,R$8.000–12.000
2024-12-17,50220673498,R$2.000–4.000
2024-09-01,57691201358,R$8.000–12.000
2024-09-17,92967638556,R$2.000–4.000
2025-02-06,67501127482,R$4.000–8.000
2024-04-10,52163680892,R$8.000–12.000
2025-02-13,25421011714,+R$12.000
2025-04-24,23029479520,R$8.000–12.000
2025-11-17,79491644011,R$8.000–12.000
2024-11-23,22919231562,+R$12.000
2025-01-12,22830269899,R$8.000–12.000
2024-11-02,87222161993,R$8.000–12.000
2024-05-07,41761905040,R$4.000–8.000
2025-12-12,64638594971,+R$12.000
2024-06-17,57636330041,+R$12.000
2024-05-03,77722944421,R$8.000–12.000
2024-06-21,60751137155,R$8.000–12.000
2024-05-05,30299379388,+R$12.000
2025-11-28,61659266108,R$8.000–12.000
2025-11-23,40538691518,R$8.000–12.000
2024-12-26,57969128119,+R$12.000
2024-09-01,59404378655,R$8.000–12.000
2024-04-17,01706138269,R$4.000–8.000
2024-11-01,92464712123,R$2.000–4.000
2024-06-26,07011959911,R$4.000–8.000
2025-12-15,26810386106,R$8.000–12.000
2025-05-14,03189746218,R$8.000–12.000
2024-01-03,89546639689,R$2.000–4.000
2025-08-06,29839905057,+R$12.000
2024-10-08,26069650982,R$2.000–4.000
2024-10-04,75088288835,R$8.000–12.000
2025-04-17,53739625170,R$8.000–12.000
2024-11-16,99748633511,R$4.000–8.000
2024-04-22,23331706719,R$8.000–12.000
2025-07-10,34223893670,R$2.000–4.000
2025-03-15,15653271578,+R$12.000
2025-03-21,44748485694,+R$12.000
2025-10-28,40910607811,R$4.000–8.000
2025-12-28,76762921468,R$8.000–12.000
2025-11-21,89441654597,R$4.000–8.000
2024-08-22,53271476513,R$4.000–8.000
2024-01-05,32317277875,R$8.000–12.000
2024-03-12,03909738079,R$4.000–8.000
2024-12-12,20280100495,+R$12.000
2025-03-23,00355184868,R$8.000–12.000
2024-12-27,82733651116,R$8.000–12.000
2024-04-07,20331260045,R$4.000–8.000
2024-06-09,04350238502,R$8.000–12.000
2024-10-16,25437526073,R$4.000–8.000
2024-02-14,06788190382,R$4.000–8.000
2024-08-11,17156092518,R$4.000–8.000
2024-04-24,40786077511,R$4.000–8.000
2024-02-26,76402057517,R$2.000–4.000
2024-12-06,78855332721,+R$12.000
2025-09-09,10611272723,R$2.000–4.000
2025-05-02,14398005281,R$8.000–12.000
2024-11-04,32480249923,+R$12.000
2024-10-17,78120217780,R$8.000–12.000
2025-02-02,98349789643,R$4.000–8.000
2024-08-02,23304642587,R$8.000–12.000
2024-10-02,12657518890,+R$12.000
2024-04-11,60715689449,R$4.000–8.000
2024-06-13,29638727194,R$8.000–12.000
2025-01-24,17594931634,R$8.000–12.000
2025-11-13,27775463303,+R$12.000
2025-04-19,94740528657,R$8.000–12.000
2025-08-06,91422327201,R$8.000–12.000
2025-08-08,62010120831,R$4.000–8.000
2024-05-30,95003659389,R$8.000–12.000
2025-01-02,03414131811,R$2.000–4.000
2024-12-21,61554446090,+R$12.000
2025-09-02,73969826549,R$4.000–8.000
2024-12-11,30507974655,+R$12.000
2025-07-10,60831615661,R$4.000–8.000
2024-01-14,06686884757,R$4.000–8.000
2025-12-29,72655443485,+R$12.000
2024-08-12,11873100179,R$8.000–12.000
2024-02-10,23559930933,R$8.000–12.000
2024-02-15,51714836371,R$8.000–12.000
2024-06-30,06713754479,R$8.000–12.000
2025-12-06,59484521805,+R$12.000
2025-10-15,20089565400,R$8.000–12.000
2024-06-21,27771573735,+R$12.000
2024-02-20,82847052031,R$8.000–12.000
2024-02-24,04452103746,+R$12.000
2025-12-16,91154658777,R$8.000–12.000
2025-05-10,89655208620,R$8.000–12.000
2024-03-04,29737768454,R$8.000–12.000
2024-01-04,69343034129,R$8.000–12.000
2025-05-06,97287086555,R$8.000–12.000
2024-02-19,90328451359,R$4.000–8.000
2025-11-17,05337851222,R$8.000–12.000
2024-03-02,52783076849,R$8.000–12.000
2025-12-23,72964169539,R$2.000–4.000
2024-08-01,54921018188,R$4.000–8.000
2025-09-27,59189266722,R$8.000–12.000
2025-12-13,45608331635,R$4.000–8.000
2025-12-11,83678670017,R$8.000–12.000
2024-12-08,33591860159,R$4.000–8.000
2024-09-06,46492471732,R$8.000–12.000
2025-04-30,31380051344,R$8.000–12.000
2024-01-01,85000483505,R$8.000–12.000
2025-06-23,26463182675,R$8.000–12.000
2024-03-30,62960296499,R$4.000–8.000
2025-06-01,30946128652,R$4.000–8.000
2025-08-27,12305820940,R$8.000–12.000
2025-12-05,68807362251,R$8.000–12.000
2024-07-15,94009465846,+R$12.000
2025-03-19,54321569856,R$8.000–12.000
2025-05-20,25072011359,R$4.000–8.000
2024-05-22,69989858240,R$8.000–12.000
2024-09-08,27563655596,+R$12.000
2024-07-30,86804048129,R$4.000–8.000
2024-01-10,21768940716,R$8.000–12.000
2025-08-29,46589105986,+R$12.000
2024-01-14,92717974254,R$8.000–12.000
2024-02-10,28034220893,R$8.000–12.000
2025-06-23,47896116521,+R$12.000
2025-02-27,71916057739,R$4.000–8.000
2024-04-22,75096637692,R$8.000–12.000
2024-01-22,00734676828,R$4.000–8.000
2025-10-30,34010998664,R$8.000–12.000
2025-10-18,22808576236,R$4.000–8.000
2024-03-01,13163882020,R$4.000–8.000
2025-02-26,05451011229,R$8.000–12.000
2024-09-02,20516187556,R$2.000–4.000
2025-09-05,38975958969,R$2.000–4.000
2025-10-13,27766908448,R$8.000–12.000
2024-04-20,67179576024,+R$12.000
2025-09-19,23370045575,R$2.000–4.000
2024-04-23,46936561833,+R$12.000
2024-02-04,04519908187,R$8.000–12.000
2024-06-12,42923870692,+R$12.000
2025-04-14,96338757999,R$4.000–8.000
2025-05-23,60172025685,R$8.000–12.000
2024-03-31,38423099026,R$8.000–12.000
2025-09-10,94723116627,+R$12.000
2025-06-14,54045533337,R$8.000–12.000
2024-11-13,34651600709,R$8.000–12.000
2024-08-24,57236452017,R$8.000–12.000
2024-07-05,94907050865,+R$12.000
2024-05-12,54219121443,R$8.000–12.000
2024-10-04,63211152694,R$8.000–12.000
2024-10-03,13438295212,R$8.000–12.000
2025-11-18,00493623126,R$8.000–12.000
2025-08-06,78478840975,+R$12.000
2024-03-26,44251011090,R$4.000–8.000
2025-08-08,42628037401,R$8.000–12.000
2025-08-17,70278688021,R$8.000–12.000
2025-09-17,76276195258,R$4.000–8.000
2024-11-02,26563796044,R$8.000–12.000
2024-11-07,19967085088,R$8.000–12.000
2025-03-15,56549651648,R$8.000–12.000
2025-02-25,59237390195,R$8.000–12.000
2025-04-01,21786733694,R$8.000–12.000
2024-11-08,17685962091,R$8.000–12.000
2024-01-26,98362898331,R$8.000–12.000
2024-10-11,03760264999,R$8.000–12.000
2024-06-13,58198496708,R$8.000–12.000
2025-06-28,24610113019,+R$12.000
2025-03-29,92193308185,R$4.000–8.000
2024-07-08,87703637416,R$8.000–12.000
2025-11-21,03533913137,R$8.000–12.000
2025-09-20,17653534938,R$8.000–12.000
2024-10-02,44203191915,R$8.000–12.000
2024-09-23,95296418821,R$8.000–12.000
2024-09-15,16588896911,R$8.000–12.000
2024-12-04,12509946023,R$8.000–12.000
2024-04-16,85742494082,R$4.000–8.000
2025-01-02,77967014407,R$4.000–8.000
2025-05-13,54844760688,R$8.000–12.000
2024-01-14,69009159846,R$8.000–12.000
2025-10-18,35094332890,+R$12.000
2025-03-26,57924542089,R$4.000–8.000
2025-04-02,83823205397,+R$12.000
2024-12-19,76508042075,+R$12.000
2024-12-07,22303371515,R$8.000–12.000
2024-10-12,34684568600,-R$2.000
2025-06-12,34536714195,R$8.000–12.000
2025-01-27,84495766561,R$2.000–4.000
2024-03-21,57955145583,R$8.000–12.000
2024-05-14,51775282195,R$8.000–12.000
2024-01-11,23380969342,R$2.000–4.000
2025-06-06,07386215247,R$2.000–4.000
2025-05-09,33429181603,R$4.000–8.000
2024-08-03,65163309305,R$4.000–8.000
2025-09-02,60996138386,R$4.000–8.000
2025-06-01,01960401400,R$4.000–8.000
2024-04-20,54119754763,R$4.000–8.000
2025-04-11,62830433104,R$8.000–12.000
2024-12-28,74785396419,R$4.000–8.000
2024-10-09,27966914151,+R$12.000
2025-01-16,16713809400,R$8.000–12.000
2024-11-26,19816438441,R$8.000–12.000
2024-11-30,52576794301,R$8.000–12.000
2025-07-26,49781741306,+R$12.000
2024-07-17,20859514944,R$8.000–12.000
2024-04-13,70494469227,+R$12.000
2024-10-31,55500333027,R$8.000–12.000
2025-10-25,16395189341,R$8.000–12.000
2024-10-20,86327839005,R$8.000–12.000
2025-07-11,35095923079,R$4.000–8.000
2025-08-26,11755717417,R$4.000–8.000
2025-03-13,18740479520,+R$12.000
2024-12-30,17848704295,R$8.000–12.000
2024-09-10,81771757292,+R$12.000
2025-07-16,41843841338,R$8.000–12.000
2025-01-31,29105706182,+R$12.000
2025-05-25,06387844947,R$4.000–8.000
2025-07-08,39293260802,R$8.000–12.000
2024-03-19,07993562058,R$8.000–12.000
2025-03-11,85124255201,R$8.000–12.000
2024-06-06,08203048805,R$8.000–12.000
2024-10-06,12190790987,R$8.000–12.000
2024-05-07,83503647679,R$4.000–8.000
2024-12-29,90301862028,R$4.000–8.000
2025-10-17,17229030268,+R$12.000
2025-03-31,05883430363,+R$12.000
2024-07-25,46699107613,R$8.000–12.000
2025-07-28,20125413526,R$8.000–12.000
2024-09-28,77620878007,R$8.000–12.000
2024-07-06,75791317564,R$8.000–12.000
2024-11-08,43128007719,R$4.000–8.000
2025-01-06,61375316526,R$2.000–4.000
2024-05-04,98933281160,+R$12.000
2025-03-16,43034267845,R$8.000–12.000
2025-01-24,06143173467,+R$12.000
2024-01-06,46333950303,R$8.000–12.000
2025-05-24,45911025861,R$4.000–8.000
2024-04-08,92494856297,R$8.000–12.000
2024-05-27,99232398744,R$8.000–12.000
2025-06-06,73149027119,R$8.000–12.000
2025-11-21,07395564032,R$8.000–12.000
2025-07-04,80897595509,R$8.000–12.000
2025-04-28,13327117344,R$8.000–12.000
2024-12-26,99275319341,R$8.000–12.000
2025-08-19,56905096568,R$4.000–8.000
2024-04-01,00462998994,R$8.000–12.000
2025-04-13,32059287293,R$8.000–12.000
2024-04-14,62016995795,R$4.000–8.000
2025-11-04,37987329849,R$8.000–12.000
2025-09-04,49899065590,R$4.000–8.000
2024-09-25,70001655394,+R$12.000
2024-12-14,99145308473,+R$12.000
2024-04-09,54344228400,R$4.000–8.000
2025-11-28,47090570370,R$8.000–12.000
2025-05-19,81093652433,R$8.000–12.000
2024-09-06,35253995633,R$8.000–12.000
2025-06-24,98176304844,R$8.000–12.000
2024-06-30,70549588369,R$2.000–4.000
2024-12-06,66922711778,+R$12.000
2025-03-18,78588856420,R$4.000–8.000
2025-04-08,54569651201,R$8.000–12.000
2025-01-05,29124895587,R$4.000–8.000
2024-05-16,62851182808,+R$12.000
2025-12-18,81432620206,+R$12.000
2024-09-16,71799507545,R$8.000–12.000
2025-12-12,13685775132,R$4.000–8.000
2025-10-12,52456737640,R$4.000–8.000
2025-01-11,00550672377,R$4.000–8.000
2024-07-07,23745786447,R$8.000–12.000
2024-11-26,14011386833,+R$12.000
2024-01-04,00264924573,R$8.000–12.000
2024-12-05,12144228162,R$4.000–8.000
2025-04-22,46666737659,R$8.000–12.000
2025-05-07,63090534311,R$8.000–12.000
2025-03-27,07488296782,R$2.000–4.000
2025-12-29,21195824198,R$8.000–12.000
2024-02-29,93891772397,R$8.000–12.000
2025-08-05,89269975166,R$4.000–8.000
2024-05-02,22942027059,R$8.000–12.000
2024-10-03,42349764545,+R$12.000
2025-01-23,77254692618,R$8.000–12.000
2024-03-20,26660731681,R$8.000–12.000
2024-01-20,38459129136,R$8.000–12.000
2024-08-20,11884173166,R$4.000–8.000
2025-09-10,57721746786,R$8.000–12.000
2025-07-21,86634438824,R$8.000–12.000
2025-11-18,97237778901,R$4.000–8.000
2025-11-29,04377547644,R$4.000–8.000
2025-03-29,69778284892,R$8.000–12.000
2024-04-04,76459570830,R$4.000–8.000
2025-08-11,97985930039,R$8.000–12.000
2025-06-21,84147706261,R$8.000–12.000
2024-08-13,32269076842,R$8.000–12.000
2025-01-30,14786234689,R$8.000–12.000
2024-03-14,88831548307,R$8.000–12.000
2025-05-20,85589162539,R$8.000–12.000
2024-09-19,76834854870,R$8.000–12.000
2024-11-18,80207234139,+R$12.000
2025-03-15,67277173868,R$4.000–8.000
2024-05-21,84443475252,R$4.000–8.000
2024-08-15,61812870902,R$8.000–12.000
2025-02-14,89912202167,+R$12.000
2025-03-04,19975867733,+R$12.000
2024-05-10,14349987521,R$8.000–12.000
2025-03-22,57736492401,R$4.000–8.000
2024-07-20,70178502050,R$2.000–4.000
2024-07-08,11296099756,R$8.000–12.000
2024-11-23,98807541342,R$4.000–8.000
2024-12-31,28759982319,R$4.000–8.000
2025-06-21,36818660342,R$8.000–12.000
2024-04-10,80094847457,R$4.000–8.000
2024-06-29,41219238210,+R$12.000
2024-03-11,42295007227,+R$12.000
2024-12-11,96245785324,-R$2.000
2025-08-11,17474377838,R$2.000–4.000
2025-11-08,48319267321,+R$12.000
2025-06-17,58132361643,R$8.000–12.000
2024-01-19,45242213817,R$8.000–12.000
2025-01-06,83797954232,R$4.000–8.000
2024-01-06,04026368117,R$4.000–8.000
2024-11-03,30929758545,+R$12.000
2025-02-17,29993864835,R$8.000–12.000
2025-01-06,58489491233,R$4.000–8.000
2024-02-07,93824507845,R$4.000–8.000
2025-04-13,22746235384,R$8.000–12.000
2025-08-06,97487177022,+R$12.000
2024-02-18,75697020330,R$4.000–8.000
2025-10-02,14434012452,R$8.000–12.000
2024-04-12,44982513202,R$8.000–12.000
2025-11-02,55222660727,R$4.000–8.000
2025-03-24,24903467646,R$4.000–8.000
2025-05-04,53464473238,R$8.000–12.000
2024-06-26,37737223309,R$8.000–12.000
2025-01-07,49701337290,R$8.000–12.000
2025-12-17,36928501638,+R$12.000
2025-11-01,53859690921,+R$12.000
2024-08-21,39275830075,R$2.000–4.000
2024-07-27,66454900402,+R$12.000
2024-07-04,09476756516,+R$12.000
2025-05-11,45674475323,R$8.000–12.000
2024-11-25,54603528495,R$4.000–8.000
2024-08-28,75656545366,R$8.000–12.000
2024-09-14,38539687183,R$8.000–12.000
2024-06-17,44249998813,R$8.000–12.000
2025-12-16,24088609692,R$8.000–12.000
2024-06-13,00284276246,+R$12.000
2024-09-25,53900524014,R$2.000–4.000
2024-01-09,87215072347,R$4.000–8.000
2025-08-10,45873829854,R$8.000–12.000
2025-06-08,75790935256,R$8.000–12.000
2025-04-09,73112600424,R$8.000–12.000
2024-03-19,93202727285,R$8.000–12.000
2025-02-19,67627740440,R$4.000–8.000
2025-12-02,30883254777,+R$12.000
2025-08-22,40279286998,R$8.000–12.000
2025-04-28,91206668993,+R$12.000
2025-09-09,80553673952,R$8.000–12.000
2024-04-21,36890127245,R$8.000–12.000
2025-02-23,29923877907,R$4.000–8.000
2025-05-18,54072536561,R$4.000–8.000
2025-07-01,35449752733,R$8.000–12.000
2025-07-15,07851151564,R$4.000–8.000
2024-02-24,83310225746,+R$12.000
2024-11-04,28618432117,R$8.000–12.000
2024-04-25,36168168403,+R$12.000
2025-08-17,83727327164,R$8.000–12.000
2025-05-30,85944216488,+R$12.000
2024-10-12,85359944203,R$4.000–8.000
2024-10-15,79584382633,R$8.000–12.000
2024-10-02,14340166975,R$8.000–12.000
2025-03-24,19892407786,+R$12.000
2024-09-15,90511601590,R$4.000–8.000
2024-12-04,32583320772,R$4.000–8.000
2024-03-15,46479817889,R$4.000–8.000
2025-05-29,69313164538,+R$12.000
2025-03-12,07087833629,-R$2.000
2025-07-11,85079728784,+R$12.000
2024-07-24,52434975304,R$8.000–12.000
2024-02-04,69440347936,R$8.000–12.000
2025-06-27,50614717285,R$8.000–12.000
2025-03-13,53774372645,R$8.000–12.000
2024-04-07,47967053009,R$8.000–12.000
2025-10-20,43977598013,R$8.000–12.000
2025-12-30,67813319706,R$8.000–12.000
2024-10-04,20838880309,R$8.000–12.000
2025-09-05,61203648762,+R$12.000
2025-02-02,48582971726,R$8.000–12.000
2024-12-31,37770466525,R$4.000–8.000
2025-02-23,21959415815,R$4.000–8.000
2025-05-24,78917136170,R$8.000–12.000
2025-02-07,34760882309,R$8.000–12.000
2025-03-09,58185987451,R$8.000–12.000
2025-04-19,09329543153,R$8.000–12.000
2025-03-08,04568561833,R$8.000–12.000
2024-11-18,64306590987,+R$12.000
2025-04-30,31994371395,+R$12.000
2025-06-27,56529278136,R$4.000–8.000
2024-06-06,97185574031,R$4.000–8.000
2025-06-20,10937726528,R$2.000–4.000
2024-09-11,14320847551,R$8.000–12.000
2024-06-06,98645478557,R$4.000–8.000
2024-09-10,12709174360,R$8.000–12.000
2024-07-06,33548007301,R$8.000–12.000
2024-02-08,10619502838,R$4.000–8.000
2024-11-15,94616649524,R$8.000–12.000
2025-01-19,52597394318,R$8.000–12.000
2024-07-25,84303646088,R$4.000–8.000
2024-08-10,14097911340,+R$12.000
2025-03-31,16834111550,R$8.000–12.000
2024-03-17,01408123563,R$8.000–12.000
2025-06-29,25680011295,R$2.000–4.000
2025-03-03,45539164131,R$4.000–8.000
2024-08-10,49163610888,R$8.000–12.000
2025-08-10,30610692633,R$4.000–8.000
2025-05-02,64624613264,R$8.000–12.000
2024-02-21,71314384190,+R$12.000
2025-08-06,16491795949,+R$12.000
2025-10-10,92210580265,+R$12.000
2025-09-10,30146441809,R$4.000–8.000
2024-11-22,04055633853,R$8.000–12.000
2025-09-15,26842398729,R$4.000–8.000
2024-10-05,73614041514,+R$12.000
2025-12-24,92208661755,+R$12.000
2025-07-19,55352630104,R$8.000–12.000
2025-01-22,83275200339,+R$12.000
2024-11-03,53566641428,R$8.000–12.000
2024-01-27,46535010917,R$8.000–12.000
2024-01-23,94327499461,R$2.000–4.000
2024-06-18,67171052509,R$2.000–4.000
2024-06-30,53738830112,R$8.000–12.000
2024-11-22,66192635396,R$2.000–4.000
2024-07-09,66147142136,R$8.000–12.000
2024-07-23,67910388831,R$2.000–4.000
2025-09-23,72117220434,R$2.000–4.000
2024-06-23,41876283917,R$8.000–12.000
2024-09-05,52608868075,R$4.000–8.000
2024-01-11,11296734684,R$8.000–12.000
2025-12-17,03180460036,R$4.000–8.000
2025-07-19,33346519913,R$8.000–12.000
2025-05-11,70610133993,+R$12.000
2025-02-09,62442001042,+R$12.000
2024-09-22,24328211583,+R$12.000
2025-01-27,50550069254,R$8.000–12.000
2025-12-07,92794022149,R$8.000–12.000
2025-07-21,27038973918,R$8.000–12.000
2025-05-29,08290886352,R$4.000–8.000
2024-09-15,04620385697,R$4.000–8.000
2024-11-28,87438636282,+R$12.000
2025-03-28,10727558179,R$8.000–12.000
2024-05-26,74072531880,R$8.000–12.000
2025-06-09,52759086444,+R$12.000
2025-05-17,24278121253,R$8.000–12.000
2024-08-01,08970827176,R$4.000–8.000
2025-08-25,76115244226,+R$12.000
2024-03-30,59639425738,R$8.000–12.000
2025-07-03,63143856305,R$8.000–12.000
2025-06-05,00694666704,R$2.000–4.000
2024-04-29,06261321403,+R$12.000
2024-02-20,66341919267,R$8.000–12.000
2025-05-21,12400644048,R$8.000–12.000
2025-03-16,61093004717,R$8.000–12.000
2025-02-09,57216966630,R$8.000–12.000
2024-06-04,29312973421,R$4.000–8.000
2024-12-27,00778005153,R$8.000–12.000
2024-07-03,49150710968,R$4.000–8.000
2025-08-22,53529450317,R$8.000–12.000
2025-08-30,65942025557,+R$12.000
2024-11-28,48655437362,+R$12.000
2024-01-22,20347582249,+R$12.000
2024-08-26,83622890341,R$4.000–8.000
2025-11-16,95619607198,+R$12.000
2025-11-20,18078690438,R$4.000–8.000
2025-06-08,59052445628,R$8.000–12.000
2025-05-31,80292299824,R$8.000–12.000
2025-02-07,80826548444,+R$12.000
2025-11-05,76611662180,R$2.000–4.000
2025-03-07,26770451613,+R$12.000
2024-12-05,26109128277,R$8.000–12.000
2025-05-24,01248288592,R$2.000–4.000
2024-12-05,31609435734,+R$12.000
2025-07-25,76386897373,R$8.000–12.000
2024-08-14,64424427683,R$8.000–12.000
2024-06-16,64921518260,R$2.000–4.000
2024-04-29,65195931687,R$8.000–12.000
2025-05-11,26681863948,R$8.000–12.000
2025-08-22,80163947132,R$4.000–8.000
2024-12-06,27179213600,R$4.000–8.000
2025-09-07,14892715685,R$4.000–8.000
2025-08-03,66066997851,+R$12.000
2024-12-20,55906841358,+R$12.000
2024-10-24,62044288413,R$8.000–12.000
2025-11-09,52124001878,R$4.000–8.000
2025-07-02,49023373757,R$8.000–12.000
2025-10-01,13607938076,+R$12.000
2025-04-01,21261371640,R$8.000–12.000
2024-08-28,59404376621,R$8.000–12.000
2025-03-05,84469432695,+R$12.000
2024-03-07,40091400519,R$8.000–12.000
2024-01-03,67116942230,R$8.000–12.000
2024-09-21,83344757299,+R$12.000
2024-06-27,33127830773,R$8.000–12.000
2025-12-11,70086928607,R$8.000–12.000
2025-08-07,64170908378,R$8.000–12.000
2025-12-27,75668908014,+R$12.000
2025-07-23,47896011704,R$4.000–8.000
2024-12-29,73737670477,R$8.000–12.000
2024-11-08,65246226404,R$8.000–12.000
2024-02-16,95859730385,R$8.000–12.000
2025-09-09,09341955601,R$8.000–12.000
2024-09-02,66062836276,R$2.000–4.000
2025-04-15,89439318651,R$8.000–12.000
2024-11-04,02616268488,R$2.000–4.000
2024-11-02,07910888811,R$8.000–12.000
2024-03-10,80812376446,R$8.000–12.000
2024-09-02,01509384628,R$8.000–12.000
2025-03-01,49439362758,R$8.000–12.000
2025-01-23,91612001541,R$2.000–4.000
2024-06-13,55694516474,R$2.000–4.000
2025-11-16,59759680245,+R$12.000
2024-06-08,01975630854,R$8.000–12.000
2025-11-04,80141640492,R$4.000–8.000
2024-08-19,90552338869,R$8.000–12.000
2024-02-09,92523038193,R$8.000–12.000
2025-02-18,43079738991,+R$12.000
2024-11-17,43251245916,R$8.000–12.000
2024-07-06,08315330793,R$2.000–4.000
2025-11-01,85067209011,R$8.000–12.000
2024-02-18,34285161269,R$4.000–8.000
2025-02-21,97880859585,R$8.000–12.000
2025-07-08,49771883086,R$8.000–12.000
2025-06-19,94163097074,R$8.000–12.000
2025-09-29,80333341376,R$4.000–8.000
2024-02-27,08947067169,R$4.000–8.000
2025-02-12,14298562752,R$8.000–12.000
2025-02-14,97015755143,+R$12.000
2025-09-22,34222032802,R$8.000–12.000
2024-08-29,03916050594,R$8.000–12.000
2024-10-27,04472507492,R$2.000–4.000
2024-09-12,13408431067,+R$12.000
2024-02-17,42618993001,R$8.000–12.000
2024-10-30,10216149271,R$8.000–12.000
2024-09-08,44616814399,R$8.000–12.000
2024-04-02,03138409678,R$4.000–8.000
2024-08-28,13263689232,R$8.000–12.000
2024-07-14,45871133268,R$4.000–8.000
2025-09-10,79454194435,+R$12.000
2024-12-09,70842444690,R$8.000–12.000
2025-02-08,97502328473,R$4.000–8.000
2024-08-10,26804459785,R$8.000–12.000
2024-10-03,84729155960,R$4.000–8.000
2025-01-20,92420685206,R$4.000–8.000
2025-06-11,91252192662,R$8.000–12.000
2024-12-14,66840966735,R$4.000–8.000
2025-02-25,35126727803,R$8.000–12.000
2024-02-05,76798409528,R$4.000–8.000
2024-04-13,09267210561,R$4.000–8.000
2025-03-16,50295988349,+R$12.000
2025-03-01,12265840874,R$4.000–8.000
2025-01-28,62874711466,R$8.000–12.000
2024-09-13,47792622487,R$8.000–12.000
2025-04-08,31214452690,+R$12.000
2025-08-18,12151364094,R$8.000–12.000
2025-05-03,81475607465,R$4.000–8.000
2025-01-31,29675838132,R$8.000–12.000
2025-01-28,88673021401,R$4.000–8.000
2025-01-09,50813300528,R$8.000–12.000
2024-09-01,11352079032,R$8.000–12.000
2024-05-15,49878089263,R$4.000–8.000
2025-04-29,82591590240,R$8.000–12.000
2024-03-01,36989206031,+R$12.000
2025-04-06,42458897008,-R$2.000
2025-01-07,47740574020,+R$12.000
2025-06-01,57287326742,R$4.000–8.000
2024-02-18,26020682900,+R$12.000
2025-11-02,69095074952,R$8.000–12.000
2024-02-19,64182847430,+R$12.000
2024-07-09,21103159708,+R$12.000
2024-04-10,11387482701,R$8.000–12.000
2025-07-02,11412741045,+R$12.000
2024-12-13,70830234844,R$4.000–8.000
2024-03-15,63711841725,R$8.000–12.000
2024-03-24,77681609624,R$8.000–12.000
2025-07-24,04896504970,R$4.000–8.000
2025-02-19,94255491447,R$8.000–12.000
2024-09-24,87517444866,R$8.000–12.000
2025-11-15,77693030533,+R$12.000
2025-01-04,09947353634,R$8.000–12.000
2024-06-12,83152653779,R$8.000–12.000
2025-04-05,19992705179,+R$12.000
2024-07-10,61725420660,+R$12.000
2025-06-07,68192995911,R$4.000–8.000
2025-09-01,74926499142,R$4.000–8.000
2025-01-05,04568813655,R$2.000–4.000
2025-03-01,66880789070,+R$12.000
2025-11-10,34194737972,R$8.000–12.000
2024-01-21,81775857134,R$4.000–8.000
2025-01-25,98971568332,R$8.000–12.000
2024-09-30,66485342217,R$8.000–12.000
2025-04-08,55868655262,R$8.000–12.000
2025-05-09,49903389286,R$4.000–8.000
2025-01-22,77937819474,R$8.000–12.000
2024-08-31,64594240639,+R$12.000
2024-08-21,03953813995,R$4.000–8.000
2024-12-05,76168068030,+R$12.000
2024-04-06,00611142711,+R$12.000
2024-12-01,66010023142,R$4.000–8.000
2025-04-11,40811150256,R$8.000–12.000
2024-07-28,41612296312,R$8.000–12.000
2024-01-25,32220070672,R$8.000–12.000
2025-03-01,22881745473,R$8.000–12.000
2025-06-29,13475510533,R$8.000–12.000
2025-06-30,36914503957,R$8.000–12.000
2024-03-12,57724938736,R$8.000–12.000
2024-01-24,71882249361,R$4.000–8.000
2024-06-06,09087256805,R$8.000–12.000
2024-12-02,92914449709,+R$12.000
2024-07-05,97300042917,R$8.000–12.000
2025-02-06,02257778324,R$8.000–12.000
2025-01-21,15244768855,R$2.000–4.000
2024-08-06,17785993584,R$4.000–8.000
2024-10-16,23436664798,R$8.000–12.000
2025-04-23,60830058488,R$8.000–12.000
2024-11-16,90984973381,R$4.000–8.000
2024-11-16,81102738822,+R$12.000
2025-12-14,08624524132,R$4.000–8.000
2024-02-02,40427027051,R$8.000–12.000
2024-03-20,80093904065,R$8.000–12.000
